2024-12-16 10:49:46,464 - 'k'
2024-12-16 10:49:46,644 - 'a'
2024-12-16 10:49:47,178 - 'r'
2024-12-16 10:49:47,422 - 'l'
2024-12-16 10:49:48,030 - Key.space
2024-12-16 10:49:48,314 - 'p'
2024-12-16 10:49:48,510 - 'o'
2024-12-16 10:49:48,717 - 'p'
2024-12-16 10:49:48,872 - 'p'
2024-12-16 10:49:49,066 - 'e'
2024-12-16 10:49:49,288 - 'r'
